date,sku_id,sku_name,quantity_sold,price,category,promotion_flag
4/14/2025,MEALIE_10KG,Mealie Meal 10KG,14,8.42,Staple,FALSE
4/14/2025,RICE_5KG,Rice 5KG,13,8.1,Staple,TRUE
4/14/2025,COOKOIL_2LT,Cooking Oil 2L,17,3.67,Staple,TRUE
4/14/2025,SUGAR_2KG,Sugar 2KG,13,2.31,Staple,FALSE
4/14/2025,SALT_1KG,Salt 1KG,15,1.08,Staple,FALSE
4/14/2025,COKE_500ML,Coke 500ml,16,1.06,Beverage,FALSE
4/14/2025,MAZOE_1LT,Mazoe Orange 1L,21,2.65,Beverage,FALSE
4/14/2025,TEA_250G,Tea Leaves 250g,16,3.17,Beverage,FALSE
4/14/2025,MILK_1LT,Long-life Milk 1L,22,1.89,Beverage,FALSE
4/14/2025,SOAP_100G,Bathing Soap 100g,7,0.84,Household,FALSE
4/14/2025,DETERGENT_500G,Washing Powder 500g,8,2.66,Household,FALSE
4/14/2025,CANDLES_6PK,Candles 6-pack,7,1.61,Household,FALSE
4/14/2025,TOOTHPASTE_100G,Toothpaste 100g,5,1.93,Personal Care,FALSE
4/14/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.71,Personal Care,FALSE
4/14/2025,BISCUITS_200G,Biscuits 200g,12,1.25,Snack,FALSE
4/14/2025,MAPUTI_100G,Maputi 100g,11,0.54,Snack,FALSE
4/14/2025,BREAD_LOAF,Bread Loaf,22,1.07,Bakery,FALSE
4/14/2025,BEANS_410G,Baked Beans 410g,5,1.58,Canned Food,FALSE
4/14/2025,PILCHARDS_155G,Pilchards 155g,6,1.93,Canned Food,FALSE
4/14/2025,AIRTIME_5,Airtime $5,25,5.32,Utility,FALSE
4/14/2025,ELECTRICITY_10,Electricity $10,27,10.7,Utility,FALSE
4/15/2025,MEALIE_2KG,Mealie Meal 2KG,17,2.12,Staple,FALSE
4/15/2025,MEALIE_10KG,Mealie Meal 10KG,13,8.55,Staple,FALSE
4/15/2025,RICE_5KG,Rice 5KG,17,7.82,Staple,TRUE
4/15/2025,COOKOIL_2LT,Cooking Oil 2L,12,3.67,Staple,TRUE
4/15/2025,SUGAR_2KG,Sugar 2KG,14,2.31,Staple,TRUE
4/15/2025,SALT_1KG,Salt 1KG,13,1.08,Staple,FALSE
4/15/2025,COKE_500ML,Coke 500ml,19,1.05,Beverage,FALSE
4/15/2025,MAZOE_1LT,Mazoe Orange 1L,19,2.64,Beverage,FALSE
4/15/2025,TEA_250G,Tea Leaves 250g,18,3.17,Beverage,FALSE
4/15/2025,MILK_1LT,Long-life Milk 1L,22,1.91,Beverage,FALSE
4/15/2025,SOAP_100G,Bathing Soap 100g,8,0.84,Household,FALSE
4/15/2025,DETERGENT_500G,Washing Powder 500g,8,2.65,Household,FALSE
4/15/2025,CANDLES_6PK,Candles 6-pack,9,1.59,Household,FALSE
4/15/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.92,Personal Care,FALSE
4/15/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.67,Personal Care,FALSE
4/15/2025,BISCUITS_200G,Biscuits 200g,14,1.28,Snack,FALSE
4/15/2025,MAPUTI_100G,Maputi 100g,12,0.54,Snack,TRUE
4/15/2025,BREAD_LOAF,Bread Loaf,27,1.07,Bakery,FALSE
4/15/2025,BEANS_410G,Baked Beans 410g,4,1.62,Canned Food,FALSE
4/15/2025,PILCHARDS_155G,Pilchards 155g,6,1.89,Canned Food,FALSE
4/15/2025,AIRTIME_5,Airtime $5,26,5.34,Utility,FALSE
4/15/2025,ELECTRICITY_10,Electricity $10,26,10.76,Utility,FALSE
4/16/2025,MEALIE_2KG,Mealie Meal 2KG,17,2.08,Staple,FALSE
4/16/2025,MEALIE_10KG,Mealie Meal 10KG,13,8.43,Staple,FALSE
4/16/2025,RICE_5KG,Rice 5KG,13,7.98,Staple,TRUE
4/16/2025,COOKOIL_2LT,Cooking Oil 2L,13,3.65,Staple,FALSE
4/16/2025,SUGAR_2KG,Sugar 2KG,16,2.36,Staple,FALSE
4/16/2025,SALT_1KG,Salt 1KG,15,1.08,Staple,FALSE
4/16/2025,COKE_500ML,Coke 500ml,18,1.05,Beverage,FALSE
4/16/2025,MAZOE_1LT,Mazoe Orange 1L,21,2.68,Beverage,FALSE
4/16/2025,TEA_250G,Tea Leaves 250g,19,3.23,Beverage,FALSE
4/16/2025,MILK_1LT,Long-life Milk 1L,20,1.92,Beverage,FALSE
4/16/2025,SOAP_100G,Bathing Soap 100g,8,0.85,Household,FALSE
4/16/2025,DETERGENT_500G,Washing Powder 500g,8,2.67,Household,TRUE
4/16/2025,CANDLES_6PK,Candles 6-pack,9,1.59,Household,FALSE
4/16/2025,TOOTHPASTE_100G,Toothpaste 100g,5,1.91,Personal Care,FALSE
4/16/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.69,Personal Care,TRUE
4/16/2025,BISCUITS_200G,Biscuits 200g,12,1.28,Snack,TRUE
4/16/2025,MAPUTI_100G,Maputi 100g,12,0.52,Snack,FALSE
4/16/2025,BREAD_LOAF,Bread Loaf,21,1.05,Bakery,TRUE
4/16/2025,BEANS_410G,Baked Beans 410g,6,1.57,Canned Food,FALSE
4/16/2025,PILCHARDS_155G,Pilchards 155g,5,1.88,Canned Food,FALSE
4/16/2025,AIRTIME_5,Airtime $5,32,5.32,Utility,FALSE
4/16/2025,ELECTRICITY_10,Electricity $10,32,10.63,Utility,FALSE
4/17/2025,MEALIE_2KG,Mealie Meal 2KG,15,2.09,Staple,TRUE
4/17/2025,MEALIE_10KG,Mealie Meal 10KG,15,8.49,Staple,FALSE
4/17/2025,RICE_5KG,Rice 5KG,12,7.83,Staple,FALSE
4/17/2025,COOKOIL_2LT,Cooking Oil 2L,12,3.76,Staple,FALSE
4/17/2025,SUGAR_2KG,Sugar 2KG,16,2.36,Staple,FALSE
4/17/2025,SALT_1KG,Salt 1KG,16,1.08,Staple,FALSE
4/17/2025,COKE_500ML,Coke 500ml,22,1.07,Beverage,FALSE
4/17/2025,MAZOE_1LT,Mazoe Orange 1L,19,2.64,Beverage,FALSE
4/17/2025,TEA_250G,Tea Leaves 250g,22,3.14,Beverage,FALSE
4/17/2025,MILK_1LT,Long-life Milk 1L,20,1.92,Beverage,FALSE
4/17/2025,SOAP_100G,Bathing Soap 100g,9,0.84,Household,FALSE
4/17/2025,DETERGENT_500G,Washing Powder 500g,6,2.71,Household,FALSE
4/17/2025,CANDLES_6PK,Candles 6-pack,8,1.6,Household,TRUE
4/17/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.88,Personal Care,FALSE
4/17/2025,SANITARY_10PK,Sanitary Pads 10-pack,4,3.72,Personal Care,FALSE
4/17/2025,BISCUITS_200G,Biscuits 200g,11,1.28,Snack,FALSE
4/17/2025,MAPUTI_100G,Maputi 100g,12,0.53,Snack,FALSE
4/17/2025,BREAD_LOAF,Bread Loaf,27,1.07,Bakery,TRUE
4/17/2025,BEANS_410G,Baked Beans 410g,6,1.62,Canned Food,TRUE
4/17/2025,PILCHARDS_155G,Pilchards 155g,5,1.93,Canned Food,FALSE
4/17/2025,AIRTIME_5,Airtime $5,35,5.24,Utility,FALSE
4/17/2025,ELECTRICITY_10,Electricity $10,27,10.53,Utility,FALSE
4/18/2025,MEALIE_2KG,Mealie Meal 2KG,35,2.14,Staple,FALSE
4/18/2025,MEALIE_10KG,Mealie Meal 10KG,41,8.34,Staple,FALSE
4/18/2025,RICE_5KG,Rice 5KG,39,7.99,Staple,TRUE
4/18/2025,COOKOIL_2LT,Cooking Oil 2L,44,3.74,Staple,FALSE
4/18/2025,SUGAR_2KG,Sugar 2KG,44,2.29,Staple,FALSE
4/18/2025,SALT_1KG,Salt 1KG,40,1.06,Staple,FALSE
4/18/2025,COKE_500ML,Coke 500ml,51,1.07,Beverage,FALSE
4/18/2025,MAZOE_1LT,Mazoe Orange 1L,45,2.62,Beverage,TRUE
4/18/2025,TEA_250G,Tea Leaves 250g,40,3.23,Beverage,FALSE
4/18/2025,MILK_1LT,Long-life Milk 1L,44,1.89,Beverage,FALSE
4/18/2025,SOAP_100G,Bathing Soap 100g,23,0.84,Household,FALSE
4/18/2025,DETERGENT_500G,Washing Powder 500g,20,2.65,Household,FALSE
4/18/2025,CANDLES_6PK,Candles 6-pack,23,1.59,Household,FALSE
4/18/2025,TOOTHPASTE_100G,Toothpaste 100g,10,1.92,Personal Care,FALSE
4/18/2025,SANITARY_10PK,Sanitary Pads 10-pack,15,3.67,Personal Care,TRUE
4/18/2025,BISCUITS_200G,Biscuits 200g,26,1.29,Snack,TRUE
4/18/2025,MAPUTI_100G,Maputi 100g,30,0.53,Snack,FALSE
4/18/2025,BREAD_LOAF,Bread Loaf,72,1.06,Bakery,FALSE
4/18/2025,BEANS_410G,Baked Beans 410g,14,1.61,Canned Food,TRUE
4/18/2025,PILCHARDS_155G,Pilchards 155g,13,1.9,Canned Food,TRUE
4/18/2025,AIRTIME_5,Airtime $5,87,5.35,Utility,TRUE
4/18/2025,ELECTRICITY_10,Electricity $10,68,10.69,Utility,FALSE
4/19/2025,MEALIE_2KG,Mealie Meal 2KG,17,2.12,Staple,FALSE
4/19/2025,MEALIE_10KG,Mealie Meal 10KG,23,8.38,Staple,FALSE
4/19/2025,RICE_5KG,Rice 5KG,25,8.1,Staple,FALSE
4/19/2025,COOKOIL_2LT,Cooking Oil 2L,18,3.74,Staple,TRUE
4/19/2025,SUGAR_2KG,Sugar 2KG,19,2.35,Staple,FALSE
4/19/2025,SALT_1KG,Salt 1KG,20,1.08,Staple,FALSE
4/19/2025,COKE_500ML,Coke 500ml,26,1.06,Beverage,FALSE
4/19/2025,MAZOE_1LT,Mazoe Orange 1L,24,2.63,Beverage,FALSE
4/19/2025,TEA_250G,Tea Leaves 250g,22,3.14,Beverage,FALSE
4/19/2025,MILK_1LT,Long-life Milk 1L,29,1.89,Beverage,FALSE
4/19/2025,SOAP_100G,Bathing Soap 100g,11,0.84,Household,FALSE
4/19/2025,DETERGENT_500G,Washing Powder 500g,11,2.65,Household,FALSE
4/19/2025,CANDLES_6PK,Candles 6-pack,12,1.59,Household,TRUE
4/19/2025,TOOTHPASTE_100G,Toothpaste 100g,6,1.88,Personal Care,FALSE
4/19/2025,SANITARY_10PK,Sanitary Pads 10-pack,7,3.75,Personal Care,TRUE
4/19/2025,BISCUITS_200G,Biscuits 200g,19,1.3,Snack,FALSE
4/19/2025,MAPUTI_100G,Maputi 100g,15,0.53,Snack,FALSE
4/19/2025,BREAD_LOAF,Bread Loaf,39,1.04,Bakery,TRUE
4/19/2025,BEANS_410G,Baked Beans 410g,8,1.61,Canned Food,FALSE
4/19/2025,PILCHARDS_155G,Pilchards 155g,7,1.89,Canned Food,FALSE
4/19/2025,AIRTIME_5,Airtime $5,39,5.33,Utility,FALSE
4/19/2025,ELECTRICITY_10,Electricity $10,48,10.42,Utility,FALSE
4/20/2025,MEALIE_2KG,Mealie Meal 2KG,15,2.12,Staple,FALSE
4/20/2025,MEALIE_10KG,Mealie Meal 10KG,17,8.44,Staple,FALSE
4/20/2025,RICE_5KG,Rice 5KG,17,8.07,Staple,FALSE
4/20/2025,COOKOIL_2LT,Cooking Oil 2L,17,3.71,Staple,FALSE
4/20/2025,SUGAR_2KG,Sugar 2KG,13,2.3,Staple,FALSE
4/20/2025,SALT_1KG,Salt 1KG,12,1.05,Staple,FALSE
4/20/2025,COKE_500ML,Coke 500ml,21,1.06,Beverage,TRUE
4/20/2025,MAZOE_1LT,Mazoe Orange 1L,16,2.69,Beverage,FALSE
4/20/2025,TEA_250G,Tea Leaves 250g,20,3.17,Beverage,FALSE
4/20/2025,MILK_1LT,Long-life Milk 1L,23,1.94,Beverage,TRUE
4/20/2025,SOAP_100G,Bathing Soap 100g,9,0.86,Household,FALSE
4/20/2025,DETERGENT_500G,Washing Powder 500g,8,2.63,Household,FALSE
4/20/2025,CANDLES_6PK,Candles 6-pack,6,1.59,Household,FALSE
4/20/2025,TOOTHPASTE_100G,Toothpaste 100g,5,1.89,Personal Care,FALSE
4/20/2025,SANITARY_10PK,Sanitary Pads 10-pack,4,3.72,Personal Care,FALSE
4/20/2025,BISCUITS_200G,Biscuits 200g,11,1.28,Snack,FALSE
4/20/2025,MAPUTI_100G,Maputi 100g,13,0.52,Snack,FALSE
4/20/2025,BREAD_LOAF,Bread Loaf,20,1.07,Bakery,FALSE
4/20/2025,BEANS_410G,Baked Beans 410g,4,1.57,Canned Food,FALSE
4/20/2025,PILCHARDS_155G,Pilchards 155g,6,1.87,Canned Food,FALSE
4/20/2025,AIRTIME_5,Airtime $5,26,5.35,Utility,FALSE
4/20/2025,ELECTRICITY_10,Electricity $10,25,10.42,Utility,FALSE
4/21/2025,MEALIE_2KG,Mealie Meal 2KG,14,2.15,Staple,FALSE
4/21/2025,MEALIE_10KG,Mealie Meal 10KG,17,8.4,Staple,FALSE
4/21/2025,RICE_5KG,Rice 5KG,14,8.11,Staple,TRUE
4/21/2025,COOKOIL_2LT,Cooking Oil 2L,17,3.79,Staple,FALSE
4/21/2025,SUGAR_2KG,Sugar 2KG,12,2.37,Staple,FALSE
4/21/2025,SALT_1KG,Salt 1KG,15,1.08,Staple,TRUE
4/21/2025,COKE_500ML,Coke 500ml,22,1.07,Beverage,FALSE
4/21/2025,MAZOE_1LT,Mazoe Orange 1L,16,2.65,Beverage,FALSE
4/21/2025,TEA_250G,Tea Leaves 250g,21,3.2,Beverage,TRUE
4/21/2025,MILK_1LT,Long-life Milk 1L,19,1.87,Beverage,FALSE
4/21/2025,SOAP_100G,Bathing Soap 100g,9,0.84,Household,FALSE
4/21/2025,DETERGENT_500G,Washing Powder 500g,7,2.69,Household,TRUE
4/21/2025,CANDLES_6PK,Candles 6-pack,6,1.6,Household,FALSE
4/21/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.94,Personal Care,FALSE
4/21/2025,SANITARY_10PK,Sanitary Pads 10-pack,4,3.78,Personal Care,FALSE
4/21/2025,BISCUITS_200G,Biscuits 200g,11,1.25,Snack,FALSE
4/21/2025,MAPUTI_100G,Maputi 100g,9,0.54,Snack,FALSE
4/21/2025,BREAD_LOAF,Bread Loaf,25,1.07,Bakery,TRUE
4/21/2025,BEANS_410G,Baked Beans 410g,6,1.62,Canned Food,TRUE
4/21/2025,PILCHARDS_155G,Pilchards 155g,6,1.91,Canned Food,FALSE
4/21/2025,AIRTIME_5,Airtime $5,25,5.24,Utility,FALSE
4/21/2025,ELECTRICITY_10,Electricity $10,35,10.59,Utility,FALSE
4/22/2025,MEALIE_2KG,Mealie Meal 2KG,15,2.16,Staple,FALSE
4/22/2025,MEALIE_10KG,Mealie Meal 10KG,16,8.51,Staple,FALSE
4/22/2025,RICE_5KG,Rice 5KG,14,8.04,Staple,FALSE
4/22/2025,COOKOIL_2LT,Cooking Oil 2L,14,3.74,Staple,FALSE
4/22/2025,SUGAR_2KG,Sugar 2KG,13,2.34,Staple,FALSE
4/22/2025,SALT_1KG,Salt 1KG,15,1.06,Staple,FALSE
4/22/2025,COKE_500ML,Coke 500ml,23,1.05,Beverage,FALSE
4/22/2025,MAZOE_1LT,Mazoe Orange 1L,20,2.62,Beverage,FALSE
4/22/2025,TEA_250G,Tea Leaves 250g,16,3.12,Beverage,FALSE
4/22/2025,MILK_1LT,Long-life Milk 1L,18,1.89,Beverage,FALSE
4/22/2025,SOAP_100G,Bathing Soap 100g,9,0.84,Household,TRUE
4/22/2025,DETERGENT_500G,Washing Powder 500g,9,2.7,Household,FALSE
4/22/2025,CANDLES_6PK,Candles 6-pack,7,1.58,Household,FALSE
4/22/2025,TOOTHPASTE_100G,Toothpaste 100g,5,1.88,Personal Care,FALSE
4/22/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.77,Personal Care,FALSE
4/22/2025,BISCUITS_200G,Biscuits 200g,11,1.29,Snack,FALSE
4/22/2025,MAPUTI_100G,Maputi 100g,14,0.53,Snack,FALSE
4/22/2025,BREAD_LOAF,Bread Loaf,20,1.07,Bakery,TRUE
4/22/2025,BEANS_410G,Baked Beans 410g,5,1.56,Canned Food,FALSE
4/22/2025,PILCHARDS_155G,Pilchards 155g,5,1.88,Canned Food,TRUE
4/22/2025,AIRTIME_5,Airtime $5,28,5.22,Utility,FALSE
4/22/2025,ELECTRICITY_10,Electricity $10,34,10.57,Utility,FALSE
4/23/2025,MEALIE_2KG,Mealie Meal 2KG,14,2.1,Staple,TRUE
4/23/2025,MEALIE_10KG,Mealie Meal 10KG,17,8.44,Staple,FALSE
4/23/2025,RICE_5KG,Rice 5KG,13,8.09,Staple,FALSE
4/23/2025,COOKOIL_2LT,Cooking Oil 2L,13,3.75,Staple,FALSE
4/23/2025,SUGAR_2KG,Sugar 2KG,15,2.37,Staple,FALSE
4/23/2025,SALT_1KG,Salt 1KG,13,1.08,Staple,FALSE
4/23/2025,COKE_500ML,Coke 500ml,17,1.05,Beverage,FALSE
4/23/2025,MAZOE_1LT,Mazoe Orange 1L,16,2.67,Beverage,TRUE
4/23/2025,TEA_250G,Tea Leaves 250g,19,3.14,Beverage,TRUE
4/23/2025,MILK_1LT,Long-life Milk 1L,22,1.95,Beverage,FALSE
4/23/2025,SOAP_100G,Bathing Soap 100g,9,0.85,Household,FALSE
4/23/2025,DETERGENT_500G,Washing Powder 500g,8,2.64,Household,FALSE
4/23/2025,CANDLES_6PK,Candles 6-pack,9,1.61,Household,TRUE
4/23/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.89,Personal Care,FALSE
4/23/2025,SANITARY_10PK,Sanitary Pads 10-pack,4,3.66,Personal Care,TRUE
4/23/2025,BISCUITS_200G,Biscuits 200g,11,1.25,Snack,FALSE
4/23/2025,MAPUTI_100G,Maputi 100g,13,0.52,Snack,FALSE
4/23/2025,BREAD_LOAF,Bread Loaf,27,1.07,Bakery,FALSE
4/23/2025,BEANS_410G,Baked Beans 410g,5,1.59,Canned Food,TRUE
4/23/2025,PILCHARDS_155G,Pilchards 155g,4,1.87,Canned Food,FALSE
4/23/2025,AIRTIME_5,Airtime $5,33,5.36,Utility,TRUE
4/23/2025,ELECTRICITY_10,Electricity $10,28,10.59,Utility,FALSE
4/24/2025,MEALIE_2KG,Mealie Meal 2KG,15,2.16,Staple,FALSE
4/24/2025,MEALIE_10KG,Mealie Meal 10KG,16,8.35,Staple,FALSE
4/24/2025,RICE_5KG,Rice 5KG,12,8.05,Staple,FALSE
4/24/2025,COOKOIL_2LT,Cooking Oil 2L,14,3.69,Staple,FALSE
4/24/2025,SUGAR_2KG,Sugar 2KG,12,2.35,Staple,FALSE
4/24/2025,SALT_1KG,Salt 1KG,14,1.05,Staple,FALSE
4/24/2025,COKE_500ML,Coke 500ml,19,1.06,Beverage,TRUE
4/24/2025,MAZOE_1LT,Mazoe Orange 1L,21,2.68,Beverage,FALSE
4/24/2025,TEA_250G,Tea Leaves 250g,20,3.15,Beverage,FALSE
4/24/2025,MILK_1LT,Long-life Milk 1L,23,1.94,Beverage,FALSE
4/24/2025,SOAP_100G,Bathing Soap 100g,9,0.85,Household,FALSE
4/24/2025,DETERGENT_500G,Washing Powder 500g,6,2.67,Household,FALSE
4/24/2025,CANDLES_6PK,Candles 6-pack,9,1.61,Household,FALSE
4/24/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.94,Personal Care,FALSE
4/24/2025,SANITARY_10PK,Sanitary Pads 10-pack,4,3.67,Personal Care,FALSE
4/24/2025,BISCUITS_200G,Biscuits 200g,13,1.26,Snack,FALSE
4/24/2025,MAPUTI_100G,Maputi 100g,11,0.53,Snack,FALSE
4/24/2025,BREAD_LOAF,Bread Loaf,23,1.05,Bakery,FALSE
4/24/2025,BEANS_410G,Baked Beans 410g,5,1.57,Canned Food,TRUE
4/24/2025,PILCHARDS_155G,Pilchards 155g,6,1.93,Canned Food,FALSE
4/24/2025,AIRTIME_5,Airtime $5,35,5.28,Utility,FALSE
4/24/2025,ELECTRICITY_10,Electricity $10,30,10.46,Utility,FALSE
4/25/2025,MEALIE_2KG,Mealie Meal 2KG,22,2.1,Staple,FALSE
4/25/2025,MEALIE_10KG,Mealie Meal 10KG,22,8.37,Staple,FALSE
4/25/2025,RICE_5KG,Rice 5KG,19,7.97,Staple,TRUE
4/25/2025,COOKOIL_2LT,Cooking Oil 2L,21,3.75,Staple,FALSE
4/25/2025,SUGAR_2KG,Sugar 2KG,19,2.32,Staple,TRUE
4/25/2025,SALT_1KG,Salt 1KG,23,1.07,Staple,FALSE
4/25/2025,COKE_500ML,Coke 500ml,24,1.07,Beverage,FALSE
4/25/2025,MAZOE_1LT,Mazoe Orange 1L,28,2.7,Beverage,FALSE
4/25/2025,TEA_250G,Tea Leaves 250g,23,3.16,Beverage,FALSE
4/25/2025,MILK_1LT,Long-life Milk 1L,32,1.89,Beverage,TRUE
4/25/2025,SOAP_100G,Bathing Soap 100g,11,0.83,Household,TRUE
4/25/2025,DETERGENT_500G,Washing Powder 500g,10,2.63,Household,FALSE
4/25/2025,CANDLES_6PK,Candles 6-pack,11,1.57,Household,FALSE
4/25/2025,TOOTHPASTE_100G,Toothpaste 100g,6,1.91,Personal Care,FALSE
4/25/2025,SANITARY_10PK,Sanitary Pads 10-pack,8,3.76,Personal Care,FALSE
4/25/2025,BISCUITS_200G,Biscuits 200g,19,1.25,Snack,TRUE
4/25/2025,MAPUTI_100G,Maputi 100g,15,0.54,Snack,FALSE
4/25/2025,BREAD_LOAF,Bread Loaf,40,1.04,Bakery,FALSE
4/25/2025,BEANS_410G,Baked Beans 410g,7,1.59,Canned Food,FALSE
4/25/2025,PILCHARDS_155G,Pilchards 155g,7,1.92,Canned Food,FALSE
4/25/2025,AIRTIME_5,Airtime $5,42,5.3,Utility,FALSE
4/25/2025,ELECTRICITY_10,Electricity $10,47,10.73,Utility,FALSE
4/26/2025,MEALIE_2KG,Mealie Meal 2KG,19,2.12,Staple,FALSE
4/26/2025,MEALIE_10KG,Mealie Meal 10KG,19,8.48,Staple,FALSE
4/26/2025,RICE_5KG,Rice 5KG,18,7.98,Staple,FALSE
4/26/2025,COOKOIL_2LT,Cooking Oil 2L,25,3.73,Staple,FALSE
4/26/2025,SUGAR_2KG,Sugar 2KG,19,2.37,Staple,FALSE
4/26/2025,SALT_1KG,Salt 1KG,24,1.05,Staple,FALSE
4/26/2025,COKE_500ML,Coke 500ml,23,1.06,Beverage,FALSE
4/26/2025,MAZOE_1LT,Mazoe Orange 1L,31,2.69,Beverage,FALSE
4/26/2025,TEA_250G,Tea Leaves 250g,23,3.14,Beverage,FALSE
4/26/2025,MILK_1LT,Long-life Milk 1L,23,1.92,Beverage,FALSE
4/26/2025,SOAP_100G,Bathing Soap 100g,9,0.84,Household,TRUE
4/26/2025,DETERGENT_500G,Washing Powder 500g,9,2.67,Household,FALSE
4/26/2025,CANDLES_6PK,Candles 6-pack,9,1.6,Household,FALSE
4/26/2025,TOOTHPASTE_100G,Toothpaste 100g,6,1.93,Personal Care,FALSE
4/26/2025,SANITARY_10PK,Sanitary Pads 10-pack,7,3.64,Personal Care,FALSE
4/26/2025,BISCUITS_200G,Biscuits 200g,13,1.26,Snack,FALSE
4/26/2025,MAPUTI_100G,Maputi 100g,14,0.53,Snack,FALSE
4/26/2025,BREAD_LOAF,Bread Loaf,41,1.08,Bakery,FALSE
4/26/2025,BEANS_410G,Baked Beans 410g,6,1.62,Canned Food,FALSE
4/26/2025,PILCHARDS_155G,Pilchards 155g,7,1.88,Canned Food,FALSE
4/26/2025,AIRTIME_5,Airtime $5,41,5.24,Utility,FALSE
4/26/2025,ELECTRICITY_10,Electricity $10,41,10.78,Utility,FALSE
4/27/2025,MEALIE_2KG,Mealie Meal 2KG,12,2.08,Staple,FALSE
4/27/2025,MEALIE_10KG,Mealie Meal 10KG,15,8.44,Staple,TRUE
4/27/2025,RICE_5KG,Rice 5KG,16,7.92,Staple,FALSE
4/27/2025,COOKOIL_2LT,Cooking Oil 2L,15,3.74,Staple,TRUE
4/27/2025,SUGAR_2KG,Sugar 2KG,13,2.34,Staple,TRUE
4/27/2025,SALT_1KG,Salt 1KG,14,1.08,Staple,FALSE
4/27/2025,COKE_500ML,Coke 500ml,20,1.08,Beverage,TRUE
4/27/2025,MAZOE_1LT,Mazoe Orange 1L,16,2.67,Beverage,FALSE
4/27/2025,TEA_250G,Tea Leaves 250g,16,3.15,Beverage,FALSE
4/27/2025,MILK_1LT,Long-life Milk 1L,22,1.92,Beverage,FALSE
4/27/2025,SOAP_100G,Bathing Soap 100g,8,0.86,Household,FALSE
4/27/2025,DETERGENT_500G,Washing Powder 500g,9,2.69,Household,FALSE
4/27/2025,CANDLES_6PK,Candles 6-pack,7,1.6,Household,FALSE
4/27/2025,TOOTHPASTE_100G,Toothpaste 100g,4,1.91,Personal Care,TRUE
4/27/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.66,Personal Care,FALSE
4/27/2025,BISCUITS_200G,Biscuits 200g,12,1.27,Snack,FALSE
4/27/2025,MAPUTI_100G,Maputi 100g,10,0.53,Snack,FALSE
4/27/2025,BREAD_LOAF,Bread Loaf,24,1.08,Bakery,FALSE
4/27/2025,BEANS_410G,Baked Beans 410g,6,1.6,Canned Food,TRUE
4/27/2025,PILCHARDS_155G,Pilchards 155g,6,1.92,Canned Food,TRUE
4/27/2025,AIRTIME_5,Airtime $5,24,5.41,Utility,FALSE
4/27/2025,ELECTRICITY_10,Electricity $10,32,10.68,Utility,FALSE
4/28/2025,MEALIE_2KG,Mealie Meal 2KG,12,2.13,Staple,FALSE
4/28/2025,MEALIE_10KG,Mealie Meal 10KG,14,8.46,Staple,FALSE
4/28/2025,RICE_5KG,Rice 5KG,13,8.02,Staple,FALSE
4/28/2025,COOKOIL_2LT,Cooking Oil 2L,16,3.78,Staple,FALSE
4/28/2025,SUGAR_2KG,Sugar 2KG,17,2.3,Staple,FALSE
4/28/2025,SALT_1KG,Salt 1KG,12,1.05,Staple,FALSE
4/28/2025,COKE_500ML,Coke 500ml,21,1.05,Beverage,FALSE
4/28/2025,MAZOE_1LT,Mazoe Orange 1L,18,2.64,Beverage,FALSE
4/28/2025,TEA_250G,Tea Leaves 250g,21,3.2,Beverage,TRUE
4/28/2025,MILK_1LT,Long-life Milk 1L,16,1.92,Beverage,FALSE
4/28/2025,SOAP_100G,Bathing Soap 100g,8,0.84,Household,FALSE
4/28/2025,DETERGENT_500G,Washing Powder 500g,7,2.63,Household,FALSE
4/28/2025,CANDLES_6PK,Candles 6-pack,8,1.59,Household,FALSE
4/28/2025,TOOTHPASTE_100G,Toothpaste 100g,5,1.92,Personal Care,FALSE
4/28/2025,SANITARY_10PK,Sanitary Pads 10-pack,5,3.69,Personal Care,TRUE
4/28/2025,BISCUITS_200G,Biscuits 200g,12,1.26,Snack,FALSE
4/28/2025,MAPUTI_100G,Maputi 100g,13,0.52,Snack,FALSE
4/28/2025,BREAD_LOAF,Bread Loaf,24,1.06,Bakery,FALSE
4/28/2025,BEANS_410G,Baked Beans 410g,5,1.61,Canned Food,FALSE
4/28/2025,PILCHARDS_155G,Pilchards 155g,5,1.94,Canned Food,TRUE
4/28/2025,AIRTIME_5,Airtime $5,27,5.21,Utility,FALSE
4/28/2025,ELECTRICITY_10,Electricity $10,34,10.56,Utility,FALSE
4/29/2025,MEALIE_2KG,Mealie Meal 2KG,14,2.11,Staple,FALSE
4/29/2025,MEALIE_10KG,Mealie Meal 10KG,12,8.65,Staple,FALSE
4/29/2025,RICE_5KG,Rice 5KG,16,7.83,Staple,FALSE
4/29/2025,COOKOIL_2LT,Cooking Oil 2L,16,3.78,Staple,FALSE
4/29/2025,SUGAR_2KG,Sugar 2KG,15,2.3,Staple,TRUE
